round,heights,series,VL,dipt,morph,г|ҥ,н|ҥ,нь|й,assim,CL,г|к,ч|с,һ|ч,б|м,к|х,һ|с,г|ҕ,final,Com,Total,SIM,ҺАКАЛЫЫ,САХАЛЫЫ,НЬУУЧЧАЛЫЫ,GROUP,POS,,ҺАКАЛЫЫ_ex,САХАЛЫЫ_ex,НЬУУЧЧАЛЫЫ_ex,Agent
,,,,,,,,,,,,,,,,,,,,,100,кэӈэрии,кэҥэрии,переносица,600,n,организм,һарапчы да кэӈэриитигэр турбат,ачыкы да кэҥэриитигэр турбат,у него очки на переносице не держатся,
,,,,,,,,,,,,,,,,,,,,,0,,хоҥуруу,"переносица, спинка носа",600,n,организм,,хоҥуруутугар охсон мурунун алдьаппыт,"ударив его по переносице, он сломал ему нос",
,,,,,,,,,,,,,,,,,,,,,0,,хотостугас,"впалый, вдавленный, вмятый",601,adj,организм,,хотостугас кыһыл сирэйдээх эдэр киһи,молодой человек с красным впалым лицом,
,,,,,,,,,,,,,,,,,,,,,0,,"эбэтэр, биитэр","или, либо",602,conj,служебные слова,,"өлөрүөх буоллаххына, өлөр эбэтэр дьиэбэр ыыт ","если вы собираетесь меня убить, убейте меня или отправьте домой",
,,,,,,,,,,,,,,,,,,,,,100,күнүү,күнүү,ревность,603,n,эмоции и чувства,,,,
,,,,,,,,,,,,,,,,,,,,,50,,күнүү,зависть,603,n,эмоции и чувства,,,,
,,,,,,,,,,,,,,,,,,,,,100,күнүүлээ,күнүүлээ,ревновать,603,v,эмоции и чувства,,,,
,,,,,,,,,,,,,,,,,,,,,50,,күнүүлээ,завидовать,603,v,эмоции и чувства,,,,
,,,,,,,,,,,,,,,,,,,,,0,,ордугурҕаа,завидовать,603,v,эмоции и чувства,,,,
,,,,,,,,,,,,,,,,,,,,,0,,ордугумсах,завистник,603,n,эмоции и чувства,,,,
,,,,,,,,,,,,,,,,,,,,,100,ымсыыр,ымсыыр,"1. жадничать
2. завидовать",603,v,"качества человека, эмоции и чувства",,,,
,,,,,,,,,,,,,,,,,,,13,15,87,карам,харам,"жадный, скупой",603,adj,качества человека,,,,
,,,,,,,,,,,,,,,,,,,,,0,,иҥсэлээх,жадный,603,adj,качества человека,,,,
,,,,,,,,,,,,,,,,,,,23,24,96,буолбатак (верх.),буолбатах,не,604,ptcl,служебные слова,,,,
,,,,,,,,,,,,,,,,,,,14,21,0,буолтак (ниж.),,не,604,ptcl,служебные слова,,"ыарыытыттан буолбатах, кыһыытыттан ытаата","он заплакал не от боли, а от обиды",
,,,,,,,,,,,,,,,,,,,,,0,коойлук,бэгэччэк,запястье,605,n,организм,"илиилэрэ күүстээктэр, коойлуктэрэ һинньигэстэр эрээти","илиилэрэ күүстээхтэр, бэгэччэктэрэ синньигэстэр эрээри","ее руки сильные, хотя запястья тонкие",
,,,,,,,,,,,,,,,,,,,5,9,56,коонь,хоой,пазуха между грудью и одеждой,606,n,организм,таас кооньутугар һытар эбит,таас хоойутугар сытар эбит,"у него, оказывается, камень за пазухой лежит",
,,,,,,,,,,,,,,,,,,,5,15,33,һыӈаак оӈуога,иэдэс уҥуоҕа,скула,247,n,организм,,,,
,,,,,,,,,,,,,,,,,,,,,0,,иҥ уҥуоҕа,скула,247,n,организм,,,,
,,,,,,,,,,,,,,,,,,,,,0,,иҥ,щека,247,n,организм,,,,
,,,,,,,,,,,,,,,,,,,17,21,81,"бороолкай, бөрөлкөй, бурулкай",болоорхой,мутный,607,adj,физические качества,бороолкай дьүһүннээк уу,болоорхой дьүһүннээх уу,мутная вода,
,,,,,,,,,,,,,,,,,,,6,21,29,,болоорхой,"пепельный, тёмно-серый",607,adj,цвет,,болоорхой күрүҥ тыһаҕастаах,у него есть тёмно-бурый телёнок,
,,,,,,,,,,,,,,,,,,,21,24,88,коӈурдуос,хомурдуос,жук,608,n,животные,коӈурдуос кулгаагын иһин киирэн дыыгыныыр,хомурдуос кулгааҕын киирэн дыыгыныыр,жук залез ему в ухо и жужжит,
,,,,,,,,,,,,,,,,,,,,,100,көлүй,көлүй,запрягать,609,v,"оленеводство, коневодство",,,,
,,,,,,,,,,,,,,,,,,,,,100,дыыгынаа,дыыгынаа,"жужжать, звенеть (о насекомом)",610,v,глаголы звучания,,,,
1,,,,,,,,,,,,,,,,,,,14,15,93,бутаан,бытаан,"медленный, медлительный",611,adj,,,,,
1,,,,,,,,,,,,,,,,,,,23,24,96,бутааннык,бытааннык,"медленно, медлительно",612,adv,наречие,,,,
,,,,,,,,,,,,,,,,,,,12,15,80,карак уута,харах уута,слёзы,613,MWE,организм,,,,
,,,,,,,,,,,,,,,,,,,,,100,уу,уу,"1. вода
2. сон",613,n,"природа, организм",,,,
,,,,,,,,,,,,,,,,,,,,,100,килиэп <sup>рус</sup>,килиэп <sup>рус</sup>,хлеб,614,n,еда,лаапкыга килиэп атыылаһа барда,лаапкыга килиэп атыылаһа барда,он пошёл в магазин за хлебом,
,,,,,,,,,,,,,,,,,,,,,0,көтөгүү,,хлеб,614,n,еда,көтөгүү таһатын дааганы барагар һатаммат,,даже хлебную корку нельзя выбрасывать,
,,,,,,,,,,,,,,,,,,,,,0,үлүннэрии,,хлеб,614,n,еда,,,,
,,,,,,,,,,,,,,,,,,,,,0,бэсэлээ <sup>рус</sup>,,"весело, весёлый",615,adv,эмоции и чувства,,,,
,,,,,,,,,,,,,,,,,,,,,0,бэсэлээргээ <sup>рус</sup>,,веселиться,615,v,эмоции и чувства,,,,
,,,,,,,,,,,,,,,,,,,14,15,93,гуорат <sup>рус</sup>,куорат <sup>рус</sup>,город,616,n,общество,гуорат олого буолла,куорат олоҕо саҕаламмыта,началась городская жизнь,
,,,,,,,,,,,,,,,,,,,,,0,,чахчы,"1. именно, действительно, в самом деле
2. факт, правда",617,n,наречие,,"чахчы үчүгэй оҥоһук
чахчыны этэбин","действительно хорошее изделие
я говорю правду",
,,,,,,,,,,,,,,,,,,,16,18,89,кирдик (верх.),кырдьык,"правда, истина",617,n,,кирдиги кистээбэт көрдүккүн,кырдьыгы кистиир кыаҕын суох,правду не спрячешь,
,,,,,,,,,,,,,,,,,,,,,50,илэ (ниж.),,"правда, истина",617,n,наречие,бэйэтин туһунан илэни барытын кэпсээтэ,,он рассказал о себе всю правду,
,,,,,,,,,,,,,,,,,,,,,50,,илэ,"явно, открыто; наяву",617,adv,наречие,,"илэ да, кистээн да оннук гынар","он это делает и тайно, и явно",
,,,,,,,,,,,,,,,,,,,,,50,илэ,,"настоящий, подлинный",617,adj,,бу биһилэк илэ кыһыл көмүстэн оӈоһуллубут,,это кольцо сделано из настоящего золота,
,,,,,,,,,,,,,,,,,,,,,0,,дьиҥнээх,"настоящий, подлинный",617,adj,,,кини дьиҥнээх уус,он настоящий мастер,
,,,,,,,,,,,,,,,,,,,,,0,,чахчылаах,"подлинный, истинный",617,adj,,,бу чахчылаах суол,это подлинный факт,
,,,,,,,,,,,,,,,,,,,,,0,,дьиҥ,"достоверность, подлинность",617,n,,,дьиҥэ биллибэт,его подлинность неизвестна,
,,,,,,,,,,,,,,,,1,,,14,15,93,һылай,сылай,уставать,618,v,занятия,,,,
,,,,,,,,,,,,,,,,,,,,,100,иит,иит,"воспитывать, выращивать",619,v,дети,иньэбит биһигини иитээри һылайбакка үлэлээбитэ,ийэбит биһигини иитээри сылайбакка үлэлээбитэ,"мама неустанно работала, чтобы вырастить нас",
,,,,,,,,,,,,,,,,,,,,,100,улаат,улаат,"расти, вырастать, подрастать",619,v,дети,"оголор улааппыттар, кэргэттэрэ кырдьыбыттар","оҕолор улааппыттар, төрөппүттэрэ кырдьыбыттар","дети выросли, а их родители состарились",
,,,,,,,,,,,,,,,,,,,11,12,92,ньуучча <sup>эвенк < кит</sup>,нуучча <sup>эвенк < кит</sup>,"русский, русский язык",620,n,общество,,,,
,,,,,,,,,,,,,,,,,,,,,0,,саҕалаа,начинать,621,v,,,үлэбин сарсыҥҥыттан саҕалыам,я начну свою работу с завтрашнего дня,
,,,,,,,,,,,,,,,,,,,,,100,кэрбээ,кэрбээ,"голосить, накликивая беду",622,v,эмоции и чувства,кэрбээмэ аньыыны гынан,кэрбээмэ айыыны гынан,"не плач, не накликивай беду, грех так делать",
,,,,,1,,,,,,,,,,,,,,,,0,кэрбиэксит,,"накликиватель беды; тот, кто накликает плохое на будущее",622,n,духовная культура,,,,1
,,,,,,,,,,,,,,,,,,,,,50,,кэрбээччи,грызун,622,n,животные,,,,
,,,,,,,,,,,,,,,,,,,,,50,,бэлэми кэрбээччи,"тот, кто приходит на готовое",622,MWE,качества человека,,"бэйэтэ хаһан да тугу да гыныа суоҕа, бэлэми кэрбээччи","сам никогда ничего не сделает, на всё готовое приходит",
,,,,,,,,,,,,,,,,,,,,,100,кэрбээ,кэрбээ,"грызть, перегрызать",622,v,,ыт быаны быһа кэрбээтэ ,ыт быаны быһа кэрбээтэ ,собака перегрызла верёвку,
,,,,,,,,,,,,,,,,,,,,,0,,сибиэн,"привидение, призрак",623,n,духовная культура,,cэриигэ өлбүттэр сибиэн буолбаттар үһү,"говорят, что те, кто умер на войне, становятся призраками",
,,,,,,,,,,,,,,,,,,,,,50,куттуур,,"привидение, призрак",630,n,духовная культура,эргэ дьиэбит түүн куттуура буолуо,,ночью в нашем старом доме появится призрак,
,,,,,,,,,,,,,,,,,,,,,0,,сибиэнньит,видящий призраков,623,n,духовная культура,,сибиэнньит ыт үрэр буолла,"собака, видящая призраков, стала лаять",1
,,,,,,,,,,,,,,,,,,,,,0,,түктүйэ,"1. Наглухо зашитый берестяной сосуд, в котором в старину хранили пойманный с помощью шамана дух умершего 
2 Берестяной сосуд для хранения рыбы",624,n,"духовная культура, рыбалка",,,,
,,,,,,,,,,,,,,,,,,,,,50,кэлтэгэй <sup>Монг</sup>,кэлтэгэй <sup>Монг</sup>,"хромой, кривой (һакалыы)
с изъяном (сахалыы)",625,adj,физические качества,,,,
,,,,,,,,,,,,,,,,,,,,,100,кыраа,кыраа,"проклинать, предавать проклятию",626,v,духовная культура,"өлбүт кыылы тыытыма, кырыага","өлбүт кыылы тыытыма, кырыаҕа","не трогай мёртвое животное, проклянёт",
